tipo_propiedad,localidad,provincia,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera
apartment,Palermo Hollywood,Capital Federal,96.0,67.0,4270.0,2.0,1.4328358208955223,0,0
apartment,Villa Crespo,Capital Federal,120.0,96.0,3810.0,4.0,1.25,0,0
apartment,Villa Crespo,Capital Federal,128.0,97.0,3650.0,4.0,1.3195876288659794,0,0
apartment,Belgrano,Capital Federal,160.0,160.0,2690.0,2.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,57.0,50.0,3090.0,2.0,1.14,0,0
apartment,Palermo,Capital Federal,97.0,67.0,3680.0,3.0,1.4477611940298507,0,0
apartment,Palermo,Capital Federal,90.0,81.0,5040.0,3.0,1.1111111111111112,0,0
apartment,Colegiales,Capital Federal,120.0,100.0,5100.0,4.0,1.2,0,0
PH,Villa Crespo,Capital Federal,60.0,40.0,3620.0,3.0,1.3384233523072278,0,0
apartment,Puerto Madero,Capital Federal,189.0,189.0,7140.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,129.0,129.0,7520.0,3.0,1.0,0,0
apartment,Nuñez,Capital Federal,120.0,112.0,4640.0,3.0,1.0714285714285714,0,0
apartment,Barrio Norte,Capital Federal,206.0,187.0,3130.0,7.0,1.1016042780748663,0,0
apartment,Palermo Hollywood,Capital Federal,48.0,44.0,3310.0,2.0,1.0909090909090908,0,0
apartment,Barrio Norte,Capital Federal,67.0,67.0,3810.0,3.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,95.0,95.0,4950.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,65.0,65.0,4600.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,152.0,139.0,9350.0,6.0,1.0935251798561152,0,0
apartment,Belgrano,Capital Federal,180.0,168.0,3270.0,3.0,1.0714285714285714,0,0
apartment,Belgrano,Capital Federal,233.0,165.0,3550.0,4.0,1.412121212121212,0,0
apartment,Palermo,Capital Federal,76.0,76.0,3420.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,36.0,33.0,2580.0,1.0,1.0909090909090908,0,0
apartment,Puerto Madero,Capital Federal,57.0,57.0,5790.0,2.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,57.0,57.0,5250.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,49.0,44.0,6240.0,2.0,1.1136363636363635,0,0
apartment,Palermo,Capital Federal,126.0,126.0,3020.0,5.0,1.0,0,0
apartment,Recoleta,Capital Federal,129.0,123.0,2510.0,4.0,1.048780487804878,0,0
house,Villa Crespo,Capital Federal,180.0,120.0,3080.0,4.0,1.4897698602719154,0,0
apartment,Palermo,Capital Federal,75.0,75.0,3990.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,102.0,97.0,2780.0,3.0,1.0515463917525774,0,0
apartment,Balvanera,Capital Federal,85.0,75.0,2440.0,3.0,1.1333333333333333,0,0
apartment,Puerto Madero,Capital Federal,81.0,77.0,7140.0,2.0,1.051948051948052,0,0
apartment,Puerto Madero,Capital Federal,131.0,125.0,6240.0,3.0,1.048,0,0
apartment,Villa Crespo,Capital Federal,36.0,34.0,2620.0,1.0,1.0588235294117647,0,0
apartment,Palermo Soho,Capital Federal,80.0,60.0,2980.0,3.0,1.3333333333333333,0,0
apartment,Colegiales,Capital Federal,79.0,65.0,2540.0,3.0,1.2153846153846153,0,0
apartment,Belgrano,Capital Federal,116.0,104.0,6010.0,3.0,1.1153846153846154,0,0
apartment,Nuñez,Capital Federal,80.0,76.0,3670.0,3.0,1.0526315789473684,0,0
apartment,Belgrano,Capital Federal,116.0,104.0,6390.0,3.0,1.1153846153846154,0,0
apartment,Villa Urquiza,Capital Federal,117.0,74.0,3460.0,3.0,1.5810810810810811,0,0
apartment,Saavedra,Capital Federal,125.0,65.0,3060.0,4.0,1.9230769230769231,0,0
apartment,Villa Urquiza,Capital Federal,122.0,75.0,3620.0,3.0,1.6266666666666667,0,0
apartment,Belgrano,Capital Federal,104.0,98.0,2950.0,4.0,1.0612244897959184,0,0
apartment,Villa Urquiza,Capital Federal,57.0,51.0,3100.0,2.0,1.1176470588235294,0,0
apartment,Villa Crespo,Capital Federal,53.0,42.0,4610.0,2.0,1.2619047619047619,0,0
apartment,Palermo,Capital Federal,97.0,92.0,3250.0,4.0,1.0543478260869565,0,0
apartment,Almagro,Capital Federal,80.0,80.0,2120.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,124.0,118.0,3280.0,4.0,1.0508474576271187,0,0
apartment,Barrio Norte,Capital Federal,112.0,109.0,2290.0,4.0,1.0275229357798166,0,0
apartment,Villa Urquiza,Capital Federal,60.0,56.0,3040.0,2.0,1.0714285714285714,0,0
apartment,Belgrano,Capital Federal,150.0,145.0,2610.0,4.0,1.0344827586206897,0,0
apartment,Belgrano,Capital Federal,54.0,52.0,3460.0,2.0,1.0384615384615385,0,0
apartment,Belgrano,Capital Federal,55.0,55.0,2910.0,2.0,1.0,0,0
apartment,Once,Capital Federal,42.0,42.0,1640.0,2.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,109.0,96.0,5730.0,4.0,1.1354166666666667,0,0
house,Paternal,Capital Federal,450.0,350.0,2090.0,6.0,1.3929006996105702,0,0
apartment,Villa Urquiza,Capital Federal,50.0,50.0,2580.0,2.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,180.0,180.0,7780.0,3.0,1.0,0,0
apartment,Capital Federal,Capital Federal,28.0,28.0,1960.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,154.0,149.0,3190.0,5.0,1.0335570469798658,0,0
apartment,Villa Urquiza,Capital Federal,89.0,89.0,2290.0,4.0,1.0,0,0
apartment,Capital Federal,Capital Federal,55.0,55.0,1820.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,30.0,30.0,2330.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,51.0,47.0,3220.0,2.0,1.0851063829787233,0,0
PH,Palermo,Capital Federal,114.0,76.0,3290.0,3.0,1.3192903501845645,0,0
apartment,Villa Urquiza,Capital Federal,63.0,63.0,2410.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,67.0,67.0,4700.0,2.0,1.0,0,0
apartment,Recoleta,Capital Federal,105.0,105.0,2330.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,159.0,70.0,4470.0,3.0,2.2714285714285714,0,0
apartment,Palermo,Capital Federal,96.0,90.0,3540.0,4.0,1.0666666666666667,0,0
apartment,Almagro,Capital Federal,80.0,80.0,2120.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,92.0,82.0,5070.0,3.0,1.1219512195121952,0,0
apartment,Villa Urquiza,Capital Federal,81.0,77.0,2940.0,3.0,1.051948051948052,0,0
house,Palermo,Capital Federal,177.04830237707148,145.0,4000.0,6.0,1.2210227750142861,0,0
apartment,Nuñez,Capital Federal,91.0,39.0,5640.0,2.0,2.3333333333333335,0,0
apartment,Palermo,Capital Federal,100.0,75.0,4130.0,3.0,1.3333333333333333,0,0
apartment,Villa Urquiza,Capital Federal,76.0,72.0,2920.0,3.0,1.0555555555555556,0,0
apartment,Palermo,Capital Federal,33.0,29.0,3410.0,1.0,1.1379310344827587,0,0
apartment,Puerto Madero,Capital Federal,62.0,56.0,6070.0,2.0,1.1071428571428572,0,0
apartment,Villa Urquiza,Capital Federal,76.0,72.0,2920.0,3.0,1.0555555555555556,0,0
apartment,Tribunales,Capital Federal,90.0,90.0,2090.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,37.0,33.0,4170.0,2.0,1.121212121212121,0,0
apartment,Nuñez,Capital Federal,176.0,92.0,4570.0,4.0,1.9130434782608696,0,0
apartment,Villa Urquiza,Capital Federal,59.0,55.0,3090.0,3.0,1.0727272727272728,0,0
apartment,Recoleta,Capital Federal,126.0,126.0,2780.0,4.0,1.0,0,0
apartment,Chacarita,Capital Federal,37.0,35.0,2460.0,2.0,1.0571428571428572,0,0
house,Palermo,Capital Federal,265.0,205.0,2680.0,4.0,1.2210227750142861,0,0
apartment,Chacarita,Capital Federal,37.0,35.0,2590.0,2.0,1.0571428571428572,0,0
apartment,Villa Urquiza,Capital Federal,59.0,55.0,3090.0,2.0,1.0727272727272728,0,0
apartment,Belgrano,Capital Federal,123.0,110.0,2590.0,4.0,1.1181818181818182,0,0
apartment,Villa Urquiza,Capital Federal,60.0,56.0,3040.0,2.0,1.0714285714285714,0,0
apartment,Palermo Hollywood,Capital Federal,41.0,35.0,3570.0,1.0,1.1714285714285715,0,0
apartment,Belgrano,Capital Federal,209.0,194.0,5210.0,4.0,1.077319587628866,0,0
apartment,Recoleta,Capital Federal,97.0,83.0,2890.0,4.0,1.1686746987951808,0,0
apartment,Belgrano,Capital Federal,213.0,195.0,5440.0,4.0,1.0923076923076922,0,0
apartment,Recoleta,Capital Federal,149.0,140.0,2710.0,4.0,1.0642857142857143,0,0
apartment,Belgrano,Capital Federal,160.0,160.0,2720.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,214.0,196.0,5770.0,4.0,1.0918367346938775,0,0
apartment,Belgrano,Capital Federal,261.0,197.0,5790.0,4.0,1.3248730964467006,0,0
apartment,Belgrano,Capital Federal,267.0,194.0,5460.0,4.0,1.3762886597938144,0,0
apartment,Belgrano,Capital Federal,212.0,194.0,5450.0,4.0,1.092783505154639,0,0
apartment,Recoleta,Capital Federal,95.0,88.0,3750.0,3.0,1.0795454545454546,0,0
apartment,Recoleta,Capital Federal,135.0,127.0,3920.0,3.0,1.062992125984252,0,0
apartment,Recoleta,Capital Federal,53.0,49.0,3640.0,2.0,1.0816326530612246,0,0
apartment,Palermo,Capital Federal,218.0,174.0,3670.0,3.0,1.2528735632183907,0,0
apartment,Puerto Madero,Capital Federal,57.0,57.0,5790.0,2.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,40.0,40.0,2480.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,79.0,48.0,3810.0,3.0,1.6458333333333333,0,0
apartment,Palermo,Capital Federal,83.0,75.0,3040.0,3.0,1.1066666666666667,0,0
apartment,Caballito,Capital Federal,51.0,42.0,3060.0,2.0,1.2142857142857142,0,0
apartment,Caballito,Capital Federal,34.0,34.0,2510.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,67.0,67.0,4780.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,114.0,92.0,3230.0,4.0,1.2391304347826086,0,0
apartment,Colegiales,Capital Federal,40.0,40.0,2380.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,106.0,101.0,2920.0,4.0,1.0495049504950495,0,0
apartment,Palermo,Capital Federal,200.0,185.0,3510.0,4.0,1.0810810810810811,0,0
apartment,Recoleta,Capital Federal,152.0,152.0,3850.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,72.0,56.0,3040.0,2.0,1.2857142857142858,0,0
apartment,Palermo,Capital Federal,50.0,44.0,3300.0,2.0,1.1363636363636365,0,0
apartment,Nuñez,Capital Federal,51.0,45.0,3890.0,2.0,1.1333333333333333,0,0
apartment,Palermo,Capital Federal,150.0,140.0,5140.0,4.0,1.0714285714285714,0,0
apartment,Palermo,Capital Federal,60.0,60.0,3000.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,126.0,91.0,3570.0,3.0,1.3846153846153846,0,0
apartment,Belgrano,Capital Federal,106.0,100.0,4900.0,3.0,1.06,0,0
apartment,Palermo,Capital Federal,55.0,50.0,2800.0,3.0,1.1,0,0
apartment,Palermo,Capital Federal,125.0,125.0,2380.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,135.0,75.0,2630.0,2.0,1.8,0,0
apartment,Nuñez,Capital Federal,62.0,57.0,4040.0,3.0,1.087719298245614,0,0
apartment,Belgrano,Capital Federal,40.0,40.0,2200.0,2.0,1.0,0,0
PH,Palermo Viejo,Capital Federal,143.0,103.0,3200.0,4.0,1.2941747572815534,0,0
house,Barracas,Capital Federal,201.0,201.0,870.0,2.0,1.2050385124244627,0,0
apartment,Palermo,Capital Federal,114.0,110.0,4090.0,2.0,1.0363636363636364,0,0
apartment,Recoleta,Capital Federal,157.0,144.0,3120.0,5.0,1.0902777777777777,0,0
house,Palermo,Capital Federal,335.0,265.0,4530.0,3.0,1.2210227750142861,0,0
apartment,Villa Urquiza,Capital Federal,162.0,145.0,3640.0,4.0,1.1172413793103448,0,0
apartment,Barrio Norte,Capital Federal,105.0,96.0,5160.0,4.0,1.09375,0,0
apartment,Recoleta,Capital Federal,182.0,182.0,3900.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,77.0,77.0,3250.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,59.0,53.0,2740.0,3.0,1.1132075471698113,0,0
apartment,Caballito,Capital Federal,81.0,72.0,3540.0,4.0,1.125,0,0
apartment,Caballito,Capital Federal,67.0,61.0,3440.0,3.0,1.098360655737705,0,0
apartment,Caballito,Capital Federal,70.0,63.0,3240.0,3.0,1.1111111111111112,0,0
apartment,Caballito,Capital Federal,41.0,36.0,3340.0,4.0,1.1388888888888888,0,0
apartment,Caballito,Capital Federal,47.0,44.0,3090.0,2.0,1.0681818181818181,0,0
apartment,Caballito,Capital Federal,41.0,36.0,3430.0,4.0,1.1388888888888888,0,0
apartment,Caballito,Capital Federal,43.0,37.0,3300.0,1.0,1.162162162162162,0,0
apartment,Belgrano,Capital Federal,37.0,35.0,2740.0,2.0,1.0571428571428572,0,0
apartment,Nuñez,Capital Federal,66.0,58.0,2910.0,3.0,1.1379310344827587,0,0
apartment,Caballito,Capital Federal,165.0,165.0,2120.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,115.0,70.0,4140.0,2.0,1.6428571428571428,0,0
apartment,Caballito,Capital Federal,36.0,32.0,2700.0,1.0,1.125,0,0
apartment,Recoleta,Capital Federal,200.0,200.0,3050.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,36.0,32.0,2800.0,1.0,1.125,0,0
apartment,Caballito,Capital Federal,38.0,32.0,2880.0,1.0,1.1875,0,0
apartment,Nuñez,Capital Federal,53.0,50.0,3600.0,3.0,1.06,0,0
apartment,Barrio Norte,Capital Federal,80.0,72.0,3600.0,4.0,1.1111111111111112,0,0
apartment,Barrio Norte,Capital Federal,148.0,140.0,2570.0,5.0,1.0571428571428572,0,0
apartment,Belgrano,Capital Federal,73.0,68.0,2840.0,4.0,1.0735294117647058,0,0
apartment,Caballito,Capital Federal,70.0,66.0,2550.0,3.0,1.0606060606060606,0,0
apartment,Belgrano,Capital Federal,40.0,37.0,3510.0,2.0,1.0810810810810811,0,0
apartment,Caballito,Capital Federal,58.0,58.0,1900.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,99.0,83.0,3190.0,2.0,1.1927710843373494,0,0
apartment,Belgrano,Capital Federal,52.0,52.0,2690.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,60.0,60.0,4830.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,204.0,192.0,3390.0,3.0,1.0625,0,0
apartment,Caballito,Capital Federal,43.0,36.0,3180.0,4.0,1.1944444444444444,0,0
apartment,Caballito,Capital Federal,180.0,133.0,3530.0,4.0,1.3533834586466165,0,0
apartment,Caballito,Capital Federal,30.0,25.0,3490.0,4.0,1.2,0,0
apartment,Caballito,Capital Federal,43.0,36.0,3310.0,4.0,1.1944444444444444,0,0
apartment,San Cristobal,Capital Federal,51.0,47.0,2190.0,2.0,1.0851063829787233,0,0
apartment,Belgrano,Capital Federal,120.0,74.0,2410.0,2.0,1.6216216216216217,0,0
apartment,Caballito,Capital Federal,44.0,37.0,3330.0,4.0,1.1891891891891893,0,0
apartment,San Cristobal,Capital Federal,51.0,47.0,2300.0,2.0,1.0851063829787233,0,0
apartment,Caballito,Capital Federal,44.0,37.0,3330.0,4.0,1.1891891891891893,0,0
apartment,Caballito,Capital Federal,43.0,36.0,3310.0,4.0,1.1944444444444444,0,0
PH,Palermo,Capital Federal,74.0,74.0,3240.0,4.0,1.3192903501845645,0,0
apartment,Caballito,Capital Federal,30.0,25.0,3490.0,4.0,1.2,0,0
apartment,Caballito,Capital Federal,30.0,25.0,3490.0,4.0,1.2,0,0
apartment,Caballito,Capital Federal,43.0,36.0,3360.0,4.0,1.1944444444444444,0,0
apartment,Almagro,Capital Federal,54.0,52.0,1730.0,2.0,1.0384615384615385,0,0
apartment,Caballito,Capital Federal,43.0,36.0,3360.0,4.0,1.1944444444444444,0,0
apartment,Caballito,Capital Federal,30.0,25.0,3550.0,4.0,1.2,0,0
apartment,San Cristobal,Capital Federal,48.0,44.0,2730.0,2.0,1.0909090909090908,0,0
apartment,Caballito,Capital Federal,41.0,36.0,3470.0,4.0,1.1388888888888888,0,0
apartment,San Cristobal,Capital Federal,77.0,73.0,2320.0,3.0,1.0547945205479452,0,0
apartment,Villa Crespo,Capital Federal,56.0,48.0,3360.0,4.0,1.1666666666666667,0,0
apartment,Villa Crespo,Capital Federal,56.0,48.0,3360.0,4.0,1.1666666666666667,0,0
apartment,Mataderos,Capital Federal,59.0,45.0,2070.0,2.0,1.3111111111111111,0,0
apartment,Caballito,Capital Federal,34.0,32.0,2530.0,1.0,1.0625,0,0
apartment,Caballito,Capital Federal,45.0,42.0,2290.0,1.0,1.0714285714285714,0,0
apartment,Caballito,Capital Federal,44.0,41.0,2560.0,1.0,1.0731707317073171,0,0
apartment,Caballito,Capital Federal,46.0,43.0,1980.0,2.0,1.069767441860465,0,0
apartment,Villa Urquiza,Capital Federal,111.0,81.0,2680.0,4.0,1.3703703703703705,0,0
apartment,Villa Urquiza,Capital Federal,67.0,53.0,2630.0,4.0,1.2641509433962264,0,0
apartment,Caballito,Capital Federal,116.0,108.0,3700.0,4.0,1.0740740740740742,0,0
apartment,Villa Urquiza,Capital Federal,111.0,81.0,2710.0,4.0,1.3703703703703705,0,0
PH,Palermo,Capital Federal,113.0,105.0,3330.0,5.0,1.3192903501845645,0,0
apartment,Villa Urquiza,Capital Federal,65.0,36.0,2800.0,4.0,1.8055555555555556,0,0
apartment,San Nicolás,Capital Federal,27.0,27.0,2590.0,2.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,36.0,34.0,2620.0,1.0,1.0588235294117647,0,0
apartment,Villa Urquiza,Capital Federal,68.0,34.0,2980.0,4.0,2.0,0,0
house,Belgrano,Capital Federal,433.0,246.0,2580.0,5.0,1.2372320297265615,0,0
apartment,Villa Urquiza,Capital Federal,66.0,36.0,2830.0,4.0,1.8333333333333333,0,0
apartment,Caballito,Capital Federal,80.0,80.0,2190.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3030.0,3.0,1.125,0,0
apartment,Villa Urquiza,Capital Federal,69.0,36.0,2900.0,4.0,1.9166666666666667,0,0
apartment,Caballito,Capital Federal,78.0,72.0,2950.0,3.0,1.0833333333333333,0,0
apartment,Villa Urquiza,Capital Federal,104.0,85.0,2480.0,4.0,1.223529411764706,0,0
apartment,Villa Urquiza,Capital Federal,55.0,49.0,2500.0,4.0,1.1224489795918366,0,0
apartment,Villa Urquiza,Capital Federal,96.0,74.0,2650.0,4.0,1.2972972972972974,0,0
apartment,Palermo,Capital Federal,200.0,180.0,2440.0,5.0,1.1111111111111112,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2510.0,4.0,1.0864197530864197,0,0
apartment,Villa Urquiza,Capital Federal,38.0,35.0,2590.0,4.0,1.0857142857142856,0,0
apartment,Caballito,Capital Federal,62.0,59.0,2200.0,3.0,1.0508474576271187,0,0
apartment,Villa Urquiza,Capital Federal,56.0,53.0,2520.0,4.0,1.0566037735849056,0,0
apartment,Flores,Capital Federal,65.0,60.0,2920.0,3.0,1.0833333333333333,0,0
apartment,Capital Federal,Capital Federal,63.0,53.0,3110.0,2.0,1.1886792452830188,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2250.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,60.0,54.0,4630.0,2.0,1.1111111111111112,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2280.0,4.0,1.0,0,0
house,Almagro,Capital Federal,200.0,166.0,2710.0,5.0,1.261867671308095,0,0
apartment,Villa Urquiza,Capital Federal,91.0,85.0,2410.0,4.0,1.0705882352941176,0,0
apartment,Barracas,Capital Federal,56.0,56.0,1040.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,74.0,74.0,3240.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,83.0,74.0,2570.0,4.0,1.1216216216216217,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2570.0,4.0,1.0864197530864197,0,0
apartment,Villa Urquiza,Capital Federal,38.0,35.0,2650.0,4.0,1.0857142857142856,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2300.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,125.0,110.0,3640.0,3.0,1.1363636363636365,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2330.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,83.0,74.0,2620.0,4.0,1.1216216216216217,0,0
apartment,Palermo,Capital Federal,172.0,139.0,3170.0,4.0,1.2374100719424461,0,0
apartment,Villa Urquiza,Capital Federal,91.0,85.0,2510.0,4.0,1.0705882352941176,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2730.0,4.0,1.0864197530864197,0,0
apartment,Palermo,Capital Federal,142.0,134.0,4100.0,4.0,1.0597014925373134,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2440.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,70.0,66.0,3030.0,3.0,1.0606060606060606,0,0
apartment,Villa Urquiza,Capital Federal,34.0,34.0,2490.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,70.0,66.0,3030.0,3.0,1.0606060606060606,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2890.0,4.0,1.0864197530864197,0,0
apartment,Villa Urquiza,Capital Federal,56.0,53.0,2900.0,4.0,1.0566037735849056,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2580.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,34.0,34.0,2640.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2620.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,39.0,36.0,2690.0,1.0,1.0833333333333333,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2590.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,39.0,36.0,2750.0,1.0,1.0833333333333333,0,0
apartment,Villa Urquiza,Capital Federal,83.0,74.0,2950.0,4.0,1.1216216216216217,0,0
apartment,Caballito,Capital Federal,38.0,35.0,2660.0,1.0,1.0857142857142856,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2940.0,4.0,1.0864197530864197,0,0
apartment,Caballito,Capital Federal,38.0,35.0,2710.0,1.0,1.0857142857142856,0,0
apartment,Villa Urquiza,Capital Federal,38.0,35.0,3040.0,4.0,1.0857142857142856,0,0
apartment,Villa Urquiza,Capital Federal,56.0,53.0,2950.0,4.0,1.0566037735849056,0,0
apartment,Capital Federal,Capital Federal,77.0,70.0,2290.0,3.0,1.1,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2630.0,4.0,1.0,0,0
apartment,Palermo Soho,Capital Federal,63.0,60.0,2030.0,3.0,1.05,0,0
apartment,Caballito,Capital Federal,111.0,84.0,2380.0,3.0,1.3214285714285714,0,0
apartment,Villa Urquiza,Capital Federal,34.0,34.0,2690.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2670.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2640.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,78.0,72.0,3060.0,3.0,1.0833333333333333,0,0
apartment,Villa Urquiza,Capital Federal,91.0,85.0,3010.0,4.0,1.0705882352941176,0,0
apartment,Villa Urquiza,Capital Federal,55.0,49.0,3310.0,4.0,1.1224489795918366,0,0
apartment,Villa Urquiza,Capital Federal,83.0,74.0,3220.0,4.0,1.1216216216216217,0,0
apartment,Caballito,Capital Federal,78.0,68.0,3450.0,3.0,1.1470588235294117,0,0
apartment,Villa Urquiza,Capital Federal,94.0,81.0,3210.0,4.0,1.1604938271604939,0,0
apartment,Villa Urquiza,Capital Federal,41.0,35.0,4760.0,4.0,1.1714285714285715,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3110.0,2.0,1.125,0,0
apartment,Villa Urquiza,Capital Federal,59.0,53.0,3170.0,4.0,1.1132075471698113,0,0
apartment,Colegiales,Capital Federal,104.0,98.0,4490.0,2.0,1.0612244897959184,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3140.0,2.0,1.125,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3190.0,2.0,1.125,0,0
apartment,Villa Urquiza,Capital Federal,94.0,81.0,3260.0,4.0,1.1604938271604939,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3300.0,2.0,1.125,0,0
apartment,Villa Urquiza,Capital Federal,36.0,36.0,2680.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,54.0,48.0,3410.0,2.0,1.125,0,0
apartment,Villa Urquiza,Capital Federal,34.0,34.0,2730.0,4.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,118.0,96.0,3310.0,4.0,1.2291666666666667,0,0
apartment,Villa Urquiza,Capital Federal,123.0,92.0,3480.0,4.0,1.3369565217391304,0,0
apartment,San Cristobal,Capital Federal,36.0,33.0,2580.0,1.0,1.0909090909090908,0,0
apartment,Caballito,Capital Federal,34.0,32.0,2590.0,1.0,1.0625,0,0
apartment,Caballito,Capital Federal,45.0,42.0,2430.0,1.0,1.0714285714285714,0,0
apartment,Colegiales,Capital Federal,287.0,159.0,4650.0,4.0,1.8050314465408805,0,0
apartment,Caballito,Capital Federal,34.0,32.0,2780.0,1.0,1.0625,0,0
house,Velez Sarsfield,Capital Federal,315.0,235.0,1510.0,6.0,1.3822513663116656,0,0
apartment,Palermo,Capital Federal,860.0,160.0,7500.0,2.0,5.375,0,0
apartment,Palermo,Capital Federal,103.0,100.0,2500.0,3.0,1.03,0,0
apartment,Caballito,Capital Federal,97.0,87.0,2700.0,3.0,1.1149425287356323,0,0
apartment,San Cristobal,Capital Federal,65.0,62.0,2260.0,3.0,1.0483870967741935,0,0
PH,San Cristobal,Capital Federal,106.0,90.0,1890.0,4.0,1.3605708310548281,0,0
apartment,Palermo,Capital Federal,49.0,37.0,2840.0,2.0,1.3243243243243243,0,0
apartment,Caballito,Capital Federal,59.0,29.0,3450.0,1.0,2.0344827586206895,0,0
apartment,Recoleta,Capital Federal,39.0,39.0,2540.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,162.0,128.0,3520.0,4.0,1.265625,0,0
apartment,Barrio Norte,Capital Federal,39.0,39.0,2540.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,80.0,72.0,2640.0,4.0,1.1111111111111112,0,0
apartment,Villa Pueyrredón,Capital Federal,83.0,38.0,3680.0,2.0,2.1842105263157894,0,0
apartment,Nuñez,Capital Federal,67.0,50.0,4500.0,2.0,1.34,0,0
apartment,Caballito,Capital Federal,83.0,74.0,3110.0,3.0,1.1216216216216217,0,0
apartment,Villa Pueyrredón,Capital Federal,38.0,34.0,2410.0,2.0,1.1176470588235294,0,0
apartment,Palermo,Capital Federal,39.0,36.0,3330.0,1.0,1.0833333333333333,0,0
apartment,Recoleta,Capital Federal,70.0,70.0,5100.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,88.0,81.0,2510.0,4.0,1.0864197530864197,0,0
